0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.564102564102564100e-03
0.000000000000000000e+00,4.358974358974358754e-02
0.000000000000000000e+00,4.871794871794871834e-02
0.000000000000000000e+00,5.128205128205128027e-02
0.000000000000000000e+00,5.897435897435897301e-02
0.000000000000000000e+00,6.410256410256409687e-02
0.000000000000000000e+00,6.923076923076923461e-02
0.000000000000000000e+00,8.461538461538462008e-02
0.000000000000000000e+00,8.974358974358974395e-02
0.000000000000000000e+00,1.205128205128205149e-01
0.000000000000000000e+00,1.256410256410256387e-01
0.000000000000000000e+00,1.282051282051281937e-01
0.000000000000000000e+00,1.333333333333333315e-01
0.000000000000000000e+00,1.589743589743589647e-01
0.000000000000000000e+00,1.641025641025641024e-01
0.000000000000000000e+00,1.846153846153846256e-01
0.000000000000000000e+00,1.897435897435897356e-01
0.000000000000000000e+00,2.076923076923077038e-01
0.000000000000000000e+00,2.128205128205128138e-01
0.000000000000000000e+00,2.307692307692307820e-01
0.000000000000000000e+00,2.410256410256410298e-01
0.000000000000000000e+00,3.153846153846153744e-01
0.000000000000000000e+00,3.205128205128205399e-01
0.000000000000000000e+00,3.641025641025640858e-01
0.000000000000000000e+00,3.692307692307692513e-01
0.000000000000000000e+00,3.769230769230769162e-01
4.273504273504273934e-03,3.769230769230769162e-01
4.273504273504273934e-03,4.666666666666666741e-01
8.547008547008547868e-03,4.666666666666666741e-01
8.547008547008547868e-03,4.948717948717948900e-01
8.547008547008547868e-03,5.000000000000000000e-01
8.547008547008547868e-03,5.307692307692307709e-01
8.547008547008547868e-03,5.358974358974358809e-01
8.547008547008547868e-03,5.666666666666666519e-01
1.282051282051282007e-02,5.666666666666666519e-01
1.282051282051282007e-02,6.999999999999999556e-01
1.709401709401709574e-02,6.999999999999999556e-01
1.709401709401709574e-02,7.179487179487179516e-01
2.136752136752136794e-02,7.179487179487179516e-01
2.136752136752136794e-02,7.205128205128205066e-01
2.564102564102564014e-02,7.205128205128205066e-01
2.564102564102564014e-02,7.358974358974359475e-01
2.564102564102564014e-02,7.410256410256410575e-01
2.564102564102564014e-02,7.769230769230769384e-01
2.991452991452991581e-02,7.769230769230769384e-01
2.991452991452991581e-02,8.153846153846153744e-01
3.418803418803419147e-02,8.153846153846153744e-01
3.418803418803419147e-02,8.256410256410255943e-01
3.846153846153846367e-02,8.256410256410255943e-01
3.846153846153846367e-02,8.307692307692308153e-01
3.846153846153846367e-02,8.358974358974359253e-01
3.846153846153846367e-02,8.589743589743589203e-01
4.273504273504273587e-02,8.589743589743589203e-01
4.273504273504273587e-02,8.717948717948718063e-01
4.700854700854700807e-02,8.717948717948718063e-01
4.700854700854700807e-02,9.076923076923076872e-01
5.128205128205128027e-02,9.076923076923076872e-01
5.128205128205128027e-02,9.205128205128204621e-01
5.555555555555555247e-02,9.205128205128204621e-01
5.555555555555555247e-02,9.307692307692307931e-01
5.982905982905983161e-02,9.307692307692307931e-01
5.982905982905983161e-02,9.384615384615384581e-01
6.410256410256409687e-02,9.384615384615384581e-01
6.410256410256409687e-02,9.435897435897435681e-01
7.264957264957265515e-02,9.435897435897435681e-01
7.264957264957265515e-02,9.461538461538461231e-01
9.829059829059828834e-02,9.461538461538461231e-01
9.829059829059828834e-02,9.487179487179486781e-01
1.068376068376068327e-01,9.487179487179486781e-01
1.068376068376068327e-01,9.589743589743590091e-01
1.111111111111111049e-01,9.589743589743590091e-01
1.111111111111111049e-01,9.692307692307692291e-01
1.153846153846153910e-01,9.692307692307692291e-01
1.153846153846153910e-01,9.769230769230768940e-01
1.196581196581196632e-01,9.769230769230768940e-01
1.196581196581196632e-01,9.794871794871794490e-01
1.282051282051281937e-01,9.794871794871794490e-01
1.367521367521367659e-01,9.794871794871794490e-01
1.581196581196581130e-01,9.794871794871794490e-01
1.581196581196581130e-01,9.820512820512820040e-01
1.623931623931623991e-01,9.820512820512820040e-01
1.623931623931623991e-01,9.846153846153846700e-01
1.709401709401709435e-01,9.846153846153846700e-01
1.709401709401709435e-01,9.897435897435897800e-01
1.923076923076923184e-01,9.897435897435897800e-01
1.923076923076923184e-01,9.923076923076923350e-01
2.008547008547008628e-01,9.923076923076923350e-01
2.094017094017094072e-01,9.923076923076923350e-01
3.461538461538461453e-01,9.923076923076923350e-01
3.461538461538461453e-01,9.948717948717948900e-01
5.940170940170940161e-01,9.948717948717948900e-01
5.940170940170940161e-01,9.974358974358974450e-01
6.068376068376067911e-01,9.974358974358974450e-01
6.153846153846154188e-01,9.974358974358974450e-01
7.222222222222222099e-01,9.974358974358974450e-01
7.222222222222222099e-01,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
